sample	sample_kind	Ea	Pa	Pch	Pci	Pv	Pf	Sm	Ab	H77	H79	H82	H97	Fj	IN63	IN65	IN72	transfer	ident	Generation	total	present	coexistence	excluded	cont	Gen_jit
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p6_F10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p6_F12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p6_G1	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p6_G3	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p6_G5	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p6_G7	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p6_G9	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p6_G11	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p6_H2	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p6_H4	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p6_H6	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p6_H8	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p6_H10	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p6_H12	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Ea_Pa	Pair	0.535714286	0.464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_A1	0	28	"['Ea', 'Pa']"	TRUE	non	FALSE	0
Ea_Pv	Pair	0.142857143	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	p7_A3	0	7	"['Ea', 'Pv']"	TRUE	non	FALSE	0
Pa_Pv	Pair	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	p7_A5	0	16	"['Pa', 'Pv']"	TRUE	non	FALSE	0
Pch_Pf	Pair	0	0	0.466666667	0	0	0.533333333	0	0	0	0	0	0	0	0	0	0	0	p7_A7	0	45	"['Pch', 'Pf']"	TRUE	non	FALSE	0
Pf_Sm	Pair	0	0	0	0	0	0.070175439	0.929824561	0	0	0	0	0	0	0	0	0	0	p7_A9	0	57	"['Pf', 'Sm']"	TRUE	non	FALSE	0
Ab_IN72	Pair	0	0	0	0	0	0	0	0.508474576	0	0	0	0	0	0	0	0.491525424	0	p7_A11	0	59	"['Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch	Pair	0.409836066	0	0.590163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_B2	0	61	"['Ea', 'Pch']"	TRUE	non	FALSE	0
Ea_Pf	Pair	0.558823529	0	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	0	0	p7_B4	0	34	"['Ea', 'Pf']"	TRUE	non	FALSE	0
Pch_Pci	Pair	0	0	0.526315789	0.473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_B6	0	76	"['Pch', 'Pci']"	TRUE	non	FALSE	0
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p7_B10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p7_B12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Ea_Pa	Pair	0.535714286	0.464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_C1	0	28	"['Ea', 'Pa']"	TRUE	non	FALSE	0
Ea_Pv	Pair	0.142857143	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	p7_C3	0	7	"['Ea', 'Pv']"	TRUE	non	FALSE	0
Pa_Pv	Pair	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	p7_C5	0	16	"['Pa', 'Pv']"	TRUE	non	FALSE	0
Pch_Pf	Pair	0	0	0.466666667	0	0	0.533333333	0	0	0	0	0	0	0	0	0	0	0	p7_C7	0	45	"['Pch', 'Pf']"	TRUE	non	FALSE	0
Pf_Sm	Pair	0	0	0	0	0	0.070175439	0.929824561	0	0	0	0	0	0	0	0	0	0	p7_C9	0	57	"['Pf', 'Sm']"	TRUE	non	FALSE	0
Ab_IN72	Pair	0	0	0	0	0	0	0	0.508474576	0	0	0	0	0	0	0	0.491525424	0	p7_C11	0	59	"['Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch	Pair	0.409836066	0	0.590163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_D2	0	61	"['Ea', 'Pch']"	TRUE	non	FALSE	0
Ea_Pf	Pair	0.558823529	0	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	0	0	p7_D4	0	34	"['Ea', 'Pf']"	TRUE	non	FALSE	0
Pch_Pci	Pair	0	0	0.526315789	0.473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_D6	0	76	"['Pch', 'Pci']"	TRUE	non	FALSE	0
Pch_IN63	Pair	0	0	0.474576271	0	0	0	0	0	0	0	0	0	0	0.525423729	0	0	0	p7_D8	0	59	"['Pch', 'IN63']"	TRUE	non	FALSE	0
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p7_D10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p7_D12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Ea_Pa	Pair	0.535714286	0.464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_E1	0	28	"['Ea', 'Pa']"	TRUE	non	FALSE	0
Ea_Pv	Pair	0.142857143	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	p7_E3	0	7	"['Ea', 'Pv']"	TRUE	non	FALSE	0
Pa_Pv	Pair	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	p7_E5	0	16	"['Pa', 'Pv']"	TRUE	non	FALSE	0
Pch_Pf	Pair	0	0	0.466666667	0	0	0.533333333	0	0	0	0	0	0	0	0	0	0	0	p7_E7	0	45	"['Pch', 'Pf']"	TRUE	non	FALSE	0
Pf_Sm	Pair	0	0	0	0	0	0.070175439	0.929824561	0	0	0	0	0	0	0	0	0	0	p7_E9	0	57	"['Pf', 'Sm']"	TRUE	non	FALSE	0
Ab_IN72	Pair	0	0	0	0	0	0	0	0.508474576	0	0	0	0	0	0	0	0.491525424	0	p7_E11	0	59	"['Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch	Pair	0.409836066	0	0.590163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_F2	0	61	"['Ea', 'Pch']"	TRUE	non	FALSE	0
Ea_Pf	Pair	0.558823529	0	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	0	0	p7_F4	0	34	"['Ea', 'Pf']"	TRUE	non	FALSE	0
Pch_Pci	Pair	0	0	0.526315789	0.473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	p7_F6	0	76	"['Pch', 'Pci']"	TRUE	non	FALSE	0
Pch_IN63	Pair	0	0	0.474576271	0	0	0	0	0	0	0	0	0	0	0.525423729	0	0	0	p7_F8	0	59	"['Pch', 'IN63']"	TRUE	non	FALSE	0
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p7_F10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p7_F12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p7_G1	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p7_G3	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p7_G5	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p7_G7	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p7_G9	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p7_G11	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p7_H2	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p7_H4	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p7_H6	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p7_H8	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p7_H10	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p7_H12	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Ea_Pa	Pair	0.535714286	0.464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_A1	0	28	"['Ea', 'Pa']"	TRUE	non	FALSE	0
Ea_Pv	Pair	0.142857143	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	p8_A3	0	7	"['Ea', 'Pv']"	TRUE	non	FALSE	0
Pa_Pv	Pair	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	p8_A5	0	16	"['Pa', 'Pv']"	TRUE	non	FALSE	0
Pch_Pf	Pair	0	0	0.466666667	0	0	0.533333333	0	0	0	0	0	0	0	0	0	0	0	p8_A7	0	45	"['Pch', 'Pf']"	TRUE	non	FALSE	0
Pf_Sm	Pair	0	0	0	0	0	0.070175439	0.929824561	0	0	0	0	0	0	0	0	0	0	p8_A9	0	57	"['Pf', 'Sm']"	TRUE	non	FALSE	0
Ab_IN72	Pair	0	0	0	0	0	0	0	0.508474576	0	0	0	0	0	0	0	0.491525424	0	p8_A11	0	59	"['Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch	Pair	0.409836066	0	0.590163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_B2	0	61	"['Ea', 'Pch']"	TRUE	non	FALSE	0
Ea_Pf	Pair	0.558823529	0	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	0	0	p8_B4	0	34	"['Ea', 'Pf']"	TRUE	non	FALSE	0
Pch_Pci	Pair	0	0	0.526315789	0.473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_B6	0	76	"['Pch', 'Pci']"	TRUE	non	FALSE	0
Pch_IN63	Pair	0	0	0.474576271	0	0	0	0	0	0	0	0	0	0	0.525423729	0	0	0	p8_B8	0	59	"['Pch', 'IN63']"	TRUE	non	FALSE	0
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p8_B10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p8_B12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Ea_Pa	Pair	0.535714286	0.464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_C1	0	28	"['Ea', 'Pa']"	TRUE	non	FALSE	0
Ea_Pv	Pair	0.142857143	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	p8_C3	0	7	"['Ea', 'Pv']"	TRUE	non	FALSE	0
Pa_Pv	Pair	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	p8_C5	0	16	"['Pa', 'Pv']"	TRUE	non	FALSE	0
Pch_Pf	Pair	0	0	0.466666667	0	0	0.533333333	0	0	0	0	0	0	0	0	0	0	0	p8_C7	0	45	"['Pch', 'Pf']"	TRUE	non	FALSE	0
Pf_Sm	Pair	0	0	0	0	0	0.070175439	0.929824561	0	0	0	0	0	0	0	0	0	0	p8_C9	0	57	"['Pf', 'Sm']"	TRUE	non	FALSE	0
Ab_IN72	Pair	0	0	0	0	0	0	0	0.508474576	0	0	0	0	0	0	0	0.491525424	0	p8_C11	0	59	"['Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch	Pair	0.409836066	0	0.590163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_D2	0	61	"['Ea', 'Pch']"	TRUE	non	FALSE	0
Ea_Pf	Pair	0.558823529	0	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	0	0	p8_D4	0	34	"['Ea', 'Pf']"	TRUE	non	FALSE	0
Pch_Pci	Pair	0	0	0.526315789	0.473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_D6	0	76	"['Pch', 'Pci']"	TRUE	non	FALSE	0
Pch_IN63	Pair	0	0	0.474576271	0	0	0	0	0	0	0	0	0	0	0.525423729	0	0	0	p8_D8	0	59	"['Pch', 'IN63']"	TRUE	non	FALSE	0
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p8_D10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p8_D12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Ea_Pa	Pair	0.535714286	0.464285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_E1	0	28	"['Ea', 'Pa']"	TRUE	non	FALSE	0
Ea_Pv	Pair	0.142857143	0	0	0	0.857142857	0	0	0	0	0	0	0	0	0	0	0	0	p8_E3	0	7	"['Ea', 'Pv']"	TRUE	non	FALSE	0
Pa_Pv	Pair	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	p8_E5	0	16	"['Pa', 'Pv']"	TRUE	non	FALSE	0
Pch_Pf	Pair	0	0	0.466666667	0	0	0.533333333	0	0	0	0	0	0	0	0	0	0	0	p8_E7	0	45	"['Pch', 'Pf']"	TRUE	non	FALSE	0
Pf_Sm	Pair	0	0	0	0	0	0.070175439	0.929824561	0	0	0	0	0	0	0	0	0	0	p8_E9	0	57	"['Pf', 'Sm']"	TRUE	non	FALSE	0
Ab_IN72	Pair	0	0	0	0	0	0	0	0.508474576	0	0	0	0	0	0	0	0.491525424	0	p8_E11	0	59	"['Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch	Pair	0.409836066	0	0.590163934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_F2	0	61	"['Ea', 'Pch']"	TRUE	non	FALSE	0
Ea_Pf	Pair	0.558823529	0	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	0	0	p8_F4	0	34	"['Ea', 'Pf']"	TRUE	non	FALSE	0
Pch_Pci	Pair	0	0	0.526315789	0.473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	p8_F6	0	76	"['Pch', 'Pci']"	TRUE	non	FALSE	0
Pch_IN63	Pair	0	0	0.474576271	0	0	0	0	0	0	0	0	0	0	0.525423729	0	0	0	p8_F8	0	59	"['Pch', 'IN63']"	TRUE	non	FALSE	0
Pf_IN72	Pair	0	0	0	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0.730769231	0	p8_F10	0	52	"['Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_IN63	Pair	0	0	0	0.384615385	0	0	0	0	0	0	0	0	0	0.615384615	0	0	0	p8_F12	0	52	"['Pci', 'IN63']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p8_G1	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p8_G3	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p8_G5	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p8_G7	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p8_G9	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pch_Sm	Pair	0	0	0.317757009	0	0	0	0.682242991	0	0	0	0	0	0	0	0	0	0	p8_G11	0	107	"['Pch', 'Sm']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p8_H2	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p8_H4	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p8_H6	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p8_H8	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p8_H10	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Pf_Ab	Pair	0	0	0	0	0	0.193548387	0	0.806451613	0	0	0	0	0	0	0	0	0	p8_H12	0	31	"['Pf', 'Ab']"	TRUE	non	FALSE	0
Ea_Pa_IN72	Trio	0.558823529	0.411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029411765	0	p9_A3	0	34	"['Ea', 'Pa', 'IN72']"	TRUE	non	FALSE	0
Ea_Pch_Pv	Trio	0.6	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	p9_A5	0	5	"['Ea', 'Pch', 'Pv']"	TRUE	non	FALSE	0
Ea_Pch_H79	Trio	0.482758621	0	0.413793103	0	0	0	0	0	0	0.103448276	0	0	0	0	0	0	0	p9_A7	0	29	"['Ea', 'Pch', 'H79']"	TRUE	non	FALSE	0
Ea_Pci_Pf	Trio	0.30952381	0	0	0.523809524	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	p9_A9	0	42	"['Ea', 'Pci', 'Pf']"	TRUE	non	FALSE	0
Ea_Pv_IN72	Trio	0.2	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0.2	0	p9_A11	0	5	"['Ea', 'Pv', 'IN72']"	TRUE	non	FALSE	0
Ea_Pv_Pf	Trio	0.3	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0	p9_B2	0	10	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	0
Ea_Pci_Pv	Trio	0.3	0	0	0.4	0.3	0	0	0	0	0	0	0	0	0	0	0	0	p9_B8	0	10	"['Ea', 'Pci', 'Pv']"	TRUE	non	FALSE	0
Ea_Pf_IN72	Trio	0.214285714	0	0	0	0	0.285714286	0	0	0	0	0	0	0	0	0	0.5	0	p9_B12	0	28	"['Ea', 'Pf', 'IN72']"	TRUE	non	FALSE	0
Pch_Pci_Pv	Trio	0	0	0.2	0.2	0.6	0	0	0	0	0	0	0	0	0	0	0	0	p9_C1	0	5	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	0
Pch_Pci_IN65	Trio	0	0	0.590163934	0.393442623	0	0	0	0	0	0	0	0	0	0	0.016393443	0	0	p9_C3	0	61	"['Pch', 'Pci', 'IN65']"	TRUE	non	FALSE	0
Pch_Pv_Sm	Trio	0	0	0.071428571	0	0.142857143	0	0.785714286	0	0	0	0	0	0	0	0	0	0	p9_C5	0	14	"['Pch', 'Pv', 'Sm']"	TRUE	non	FALSE	0
Pch_Pv_IN65	Trio	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0	0	p9_C7	0	3	"['Pch', 'Pv', 'IN65']"	TRUE	non	FALSE	0
Pch_Sm_Ab	Trio	0	0	0.320754717	0	0	0	0.433962264	0.245283019	0	0	0	0	0	0	0	0	0	p9_C9	0	53	"['Pch', 'Sm', 'Ab']"	TRUE	non	FALSE	0
Pch_Sm_H79	Trio	0	0	0.38	0	0	0	0.52	0	0	0.1	0	0	0	0	0	0	0	p9_C11	0	50	"['Pch', 'Sm', 'H79']"	TRUE	non	FALSE	0
Pch_Pci_Pf	Trio	0	0	0.442857143	0.471428571	0	0.085714286	0	0	0	0	0	0	0	0	0	0	0	p9_D2	0	70	"['Pch', 'Pci', 'Pf']"	TRUE	non	FALSE	0
Pch_Pv_Pf	Trio	0	0	0.142857143	0	0.428571429	0.428571429	0	0	0	0	0	0	0	0	0	0	0	p9_D4	0	7	"['Pch', 'Pv', 'Pf']"	TRUE	non	FALSE	0
Pch_Pv_Ab	Trio	0	0	0.25	0	0.5	0	0	0.25	0	0	0	0	0	0	0	0	0	p9_D6	0	4	"['Pch', 'Pv', 'Ab']"	TRUE	non	FALSE	0
Pch_Pf_Ab	Trio	0	0	0.470588235	0	0	0.176470588	0	0.352941176	0	0	0	0	0	0	0	0	0	p9_D8	0	51	"['Pch', 'Pf', 'Ab']"	TRUE	non	FALSE	0
Pch_Sm_IN65	Trio	0	0	0.155339806	0	0	0	0.233009709	0	0	0	0	0	0	0	0.611650485	0	0	p9_D10	0	103	"['Pch', 'Sm', 'IN65']"	TRUE	non	FALSE	0
Pch_Ab_H79	Trio	0	0	0.423076923	0	0	0	0	0.461538462	0	0.115384615	0	0	0	0	0	0	0	p9_D12	0	52	"['Pch', 'Ab', 'H79']"	TRUE	non	FALSE	0
Pci_Pv_Pf	Trio	0	0	0	0.222222222	0.333333333	0.444444444	0	0	0	0	0	0	0	0	0	0	0	p9_E1	0	9	"['Pci', 'Pv', 'Pf']"	TRUE	non	FALSE	0
Pa_Pci_IN72	Trio	0	0.375	0	0.21875	0	0	0	0	0	0	0	0	0	0	0	0.40625	0	p9_E9	0	32	"['Pa', 'Pci', 'IN72']"	TRUE	non	FALSE	0
Ea_H82_H97	Trio	0.259259259	0	0	0	0	0	0	0	0	0	0.259259259	0.481481481	0	0	0	0	0	p9_E11	0	27	"['Ea', 'H82', 'H97']"	TRUE	non	FALSE	0
Pci_Pf_IN72	Trio	0	0	0	0.024390244	0	0.390243902	0	0	0	0	0	0	0	0	0	0.585365854	0	p9_F2	0	41	"['Pci', 'Pf', 'IN72']"	TRUE	non	FALSE	0
Pci_Pv_IN65	Trio	0	0	0	0.2	0.6	0	0	0	0	0	0	0	0	0	0.2	0	0	p9_F4	0	5	"['Pci', 'Pv', 'IN65']"	TRUE	non	FALSE	0
Pa_Pci_Pv	Trio	0	0.375	0	0.125	0.5	0	0	0	0	0	0	0	0	0	0	0	0	p9_F6	0	8	"['Pa', 'Pci', 'Pv']"	TRUE	non	FALSE	0
Pa_Pci_Fj	Trio	0	0.307692308	0	0.446153846	0	0	0	0	0	0	0	0	0.246153846	0	0	0	0	p9_F8	0	65	"['Pa', 'Pci', 'Fj']"	TRUE	non	FALSE	0
Pch_IN65_H79	Trio	0	0	0.390243902	0	0	0	0	0	0	0.048780488	0	0	0	0	0.56097561	0	0	p9_F10	0	41	"['Pch', 'H79', 'IN65']"	TRUE	non	FALSE	0
Pf_Ab_IN72	Trio	0	0	0	0	0	0.125	0	0.34375	0	0	0	0	0	0	0	0.53125	0	p9_F12	0	32	"['Pf', 'Ab', 'IN72']"	TRUE	non	FALSE	0
Ea_Pv_Pf	Trio	0.3	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0	p9_G1	0	10	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	0
Pv_Pf_Ab	Trio	0	0	0	0	0.333333333	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	p9_G3	0	3	"['Pv', 'Pf', 'Ab']"	TRUE	non	FALSE	0
Pv_Sm_Ab	Trio	0	0	0	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	p9_G5	0	3	"['Pv', 'Sm', 'Ab']"	TRUE	non	FALSE	0
Sm_IN65_H79	Trio	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	0.333333333	0	0	p9_G11	0	3	"['Sm', 'H79', 'IN65']"	TRUE	non	FALSE	0
Pv_Pf_Sm	Trio	0	0	0	0	0.333333333	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	p9_H2	0	3	"['Pv', 'Pf', 'Sm']"	TRUE	non	FALSE	0
Pv_Sm_IN65	Trio	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	p9_H6	0	3	"['Pv', 'Sm', 'IN65']"	TRUE	non	FALSE	0
Sm_Ab_H79	Trio	0	0	0	0	0	0	0.333333333	0.333333333	0	0.333333333	0	0	0	0	0	0	0	p9_H10	0	3	"['Sm', 'Ab', 'H79']"	TRUE	non	FALSE	0
Ea_Pa_IN72	Trio	0.558823529	0.411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029411765	0	p10_A3	0	34	"['Ea', 'Pa', 'IN72']"	TRUE	non	FALSE	0
