sample	sample_kind	Ea	Pa	Pch	Pci	Pv	Pf	Sm	Ab	H77	H79	H82	H97	Fj	IN63	IN65	IN72	transfer	ident	Generation	total	present	coexistence	excluded	cont	Gen_jit
Pci_Pv_Pf	Trio	0	0	0	0.575342466	0.136986301	0.287671233	0	0	0	0	0	0	0	0	0	0	30	p10_E1	315	73	"['Pci', 'Pv', 'Pf']"	TRUE	non	FALSE	307.9476167
Pa_Pci_IN72	Trio	0	0.08988764	0	0.52247191	0	0	0	0	0	0	0	0	0	0	0	0.387640449	30	p10_E9	315	178	"['Pa', 'Pci', 'IN72']"	TRUE	non	FALSE	313.196264
Ea_H82_H97	Trio	0	0	0	0	0	0	0	0	0	0	0.974193548	0.025806452	0	0	0	0	30	p10_E11	315	155	"['H82', 'H97']"	FALSE	Ea	FALSE	312.7595065
Pci_Pf_IN72	Trio	0	0	0	0.444444444	0	0.121212121	0	0	0	0	0	0	0	0	0	0.434343434	30	p10_F2	315	99	"['Pci', 'Pf', 'IN72']"	TRUE	non	FALSE	312.8617936
Pci_Pv_IN65	Trio	0	0	0	0.465346535	0.514851485	0	0	0	0	0	0	0	0	0	0.01980198	0	30	p10_F4	315	101	"['Pci', 'Pv', 'IN65']"	TRUE	non	FALSE	314.9672241
Pa_Pci_Pv	Trio	0	0.054054054	0	0.540540541	0.405405405	0	0	0	0	0	0	0	0	0	0	0	30	p10_F6	315	111	"['Pa', 'Pci', 'Pv']"	TRUE	non	FALSE	316.2709878
Pa_Pci_Fj	Trio	0	0.37254902	0	0.392156863	0	0	0	0	0	0	0	0	0.235294118	0	0	0	30	p10_F8	315	102	"['Pa', 'Pci', 'Fj']"	TRUE	non	FALSE	312.3760302
Pf_Ab_IN72	Trio	0	0	0	0	0	0.619047619	0	0.047619048	0	0	0	0	0	0	0	0.333333333	30	p10_F12	315	126	"['Pf', 'Ab', 'IN72']"	TRUE	non	FALSE	316.1040561
Ea_Pv_Pf	Trio	0.042105263	0	0	0	0.010526316	0.947368421	0	0	0	0	0	0	0	0	0	0	30	p10_G1	315	95	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	314.5098358
Pv_Pf_Ab	Trio	0	0	0	0	0	0.747474747	0	0.252525253	0	0	0	0	0	0	0	0	30	p10_G3	315	99	"['Pf', 'Ab']"	FALSE	Pv	FALSE	314.4197453
Pa_Pv_IN72	Trio	0	0.330357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669642857	30	p10_G9	315	112	"['Pa', 'IN72']"	FALSE	Pv	FALSE	312.0837789
Sm_IN65_H79	Trio	0	0	0	0	0	0	0.481927711	0	0	0.457831325	0	0	0	0	0.060240964	0	30	p10_G11	315	83	"['Sm', 'H79', 'IN65']"	TRUE	non	FALSE	313.5676858
Pv_Pf_Sm	Trio	0	0	0	0	0.301724138	0.698275862	0	0	0	0	0	0	0	0	0	0	30	p10_H2	315	116	"['Pv', 'Pf']"	FALSE	Sm	FALSE	312.1668113
Pv_Sm_IN65	Trio	0	0	0	0	0.329411765	0	0.505882353	0	0	0	0	0	0	0	0.164705882	0	30	p10_H6	315	85	"['Pv', 'Sm', 'IN65']"	TRUE	non	FALSE	316.1394978
Sm_Ab_H79	Trio	0	0	0	0	0	0	0.583333333	0.261904762	0	0.154761905	0	0	0	0	0	0	30	p10_H10	315	84	"['Sm', 'Ab', 'H79']"	TRUE	non	FALSE	316.7548024
Ea_Pa_IN72	Trio	0	0.990291262	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009708738	30	p11_A3	315	103	"['Pa', 'IN72']"	FALSE	Ea	FALSE	316.4528669
Ea_Pch_Pv	Trio	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	p11_A5	315	17	['Pv']	FALSE	Ea	FALSE	318.9693375
Ea_Pch_H79	Trio	0.057142857	0	0.085714286	0	0	0	0	0	0	0.857142857	0	0	0	0	0	0	30	p11_A7	315	35	"['Ea', 'Pch', 'H79']"	TRUE	non	FALSE	313.1191344
Ea_Pci_Pf	Trio	0.173913043	0	0	0.536231884	0	0.289855072	0	0	0	0	0	0	0	0	0	0	30	p11_A9	315	138	"['Ea', 'Pci', 'Pf']"	TRUE	non	FALSE	315.2589332
Ea_Pv_IN72	Trio	0.318965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.681034483	30	p11_A11	315	116	"['Ea', 'IN72']"	FALSE	Pv	FALSE	318.7518295
Ea_Pv_Pf	Trio	0.28	0	0	0	0.026666667	0.693333333	0	0	0	0	0	0	0	0	0	0	30	p11_B2	315	75	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	314.4621348
Ea_Pch_Pci	Trio	0.054945055	0	0	0.945054945	0	0	0	0	0	0	0	0	0	0	0	0	30	p11_B4	315	91	"['Ea', 'Pci']"	FALSE	Pch	FALSE	317.400995
Ea_Pci_Pv	Trio	0.069444444	0	0	0.930555556	0	0	0	0	0	0	0	0	0	0	0	0	30	p11_B8	315	72	"['Ea', 'Pci']"	FALSE	Pv	FALSE	312.9764475
Ea_Pf_IN72	Trio	0.019480519	0	0	0	0	0.980519481	0	0	0	0	0	0	0	0	0	0	30	p11_B12	315	154	"['Ea', 'Pf']"	FALSE	IN72	FALSE	312.0097749
Pch_Pci_Pv	Trio	0	0	0.043478261	0.47826087	0.47826087	0	0	0	0	0	0	0	0	0	0	0	30	p11_C1	315	161	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	314.9778434
Pch_Pci_IN65	Trio	0	0	0.09375	0.8515625	0	0	0	0	0	0	0	0	0	0	0.0546875	0	30	p11_C3	315	128	"['Pch', 'Pci', 'IN65']"	TRUE	non	FALSE	317.9841841
Pch_Pv_Sm	Trio	0	0	0.043010753	0	0.586021505	0	0.370967742	0	0	0	0	0	0	0	0	0	30	p11_C5	315	186	"['Pch', 'Pv', 'Sm']"	TRUE	non	FALSE	313.2118896
Pch_Pv_IN65	Trio	0	0	0.746031746	0	0.253968254	0	0	0	0	0	0	0	0	0	0	0	30	p11_C7	315	63	"['Pch', 'Pv']"	FALSE	IN65	FALSE	317.2404953
Pch_Sm_Ab	Trio	0	0	0.090909091	0	0	0	0.681818182	0.227272727	0	0	0	0	0	0	0	0	30	p11_C9	315	176	"['Pch', 'Sm', 'Ab']"	TRUE	non	FALSE	314.1661787
Pch_Sm_H79	Trio	0	0	0.077922078	0	0	0	0.922077922	0	0	0	0	0	0	0	0	0	30	p11_C11	315	77	"['Pch', 'Sm']"	FALSE	H79	FALSE	313.2895664
Pch_Pci_Pf	Trio	0	0	0.024691358	0.641975309	0	0.333333333	0	0	0	0	0	0	0	0	0	0	30	p11_D2	315	81	"['Pch', 'Pci', 'Pf']"	TRUE	non	FALSE	314.6426464
Pch_Pv_Pf	Trio	0	0	0.014814815	0	0.348148148	0.637037037	0	0	0	0	0	0	0	0	0	0	30	p11_D4	315	135	"['Pch', 'Pv', 'Pf']"	TRUE	non	FALSE	312.9763698
Pch_Pv_Ab	Trio	0	0	0.196428571	0	0.785714286	0	0	0.017857143	0	0	0	0	0	0	0	0	30	p11_D6	315	112	"['Pch', 'Pv', 'Ab']"	TRUE	non	FALSE	315.519551
Pch_Pf_Ab	Trio	0	0	0.191011236	0	0	0.606741573	0	0.202247191	0	0	0	0	0	0	0	0	30	p11_D8	315	89	"['Pch', 'Pf', 'Ab']"	TRUE	non	FALSE	317.2634745
Pch_Sm_IN65	Trio	0	0	0.209150327	0	0	0	0.764705882	0	0	0	0	0	0	0	0.026143791	0	30	p11_D10	315	153	"['Pch', 'Sm', 'IN65']"	TRUE	non	FALSE	313.2441712
Pch_Ab_H79	Trio	0	0	0.235955056	0	0	0	0	0.471910112	0	0.292134831	0	0	0	0	0	0	30	p11_D12	315	89	"['Pch', 'Ab', 'H79']"	TRUE	non	FALSE	312.7135842
Pci_Pv_Pf	Trio	0	0	0	0.457142857	0.247619048	0.295238095	0	0	0	0	0	0	0	0	0	0	30	p11_E1	315	105	"['Pci', 'Pv', 'Pf']"	TRUE	non	FALSE	314.240742
Pci_Pv_IN72	Trio	0	0	0	0.518072289	0	0	0	0	0	0	0	0	0	0	0	0.481927711	30	p11_E7	315	83	"['Pci', 'IN72']"	FALSE	Pv	FALSE	315.202936
Pa_Pci_IN72	Trio	0	0.385026738	0	0.379679144	0	0	0	0	0	0	0	0	0	0	0	0.235294118	30	p11_E9	315	187	"['Pa', 'Pci', 'IN72']"	TRUE	non	FALSE	315.3943851
Ea_H82_H97	Trio	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	30	p11_E11	315	220	['H82']	FALSE	Ea	FALSE	315.7727885
Pci_Pf_IN72	Trio	0	0	0	0.530973451	0	0.079646018	0	0	0	0	0	0	0	0	0	0.389380531	30	p11_F2	315	113	"['Pci', 'Pf', 'IN72']"	TRUE	non	FALSE	312.6856872
Pci_Pv_IN65	Trio	0	0	0	0.50617284	0.49382716	0	0	0	0	0	0	0	0	0	0	0	30	p11_F4	315	162	"['Pci', 'Pv']"	FALSE	IN65	FALSE	314.1303848
Pa_Pci_Pv	Trio	0	0.197916667	0	0.791666667	0.010416667	0	0	0	0	0	0	0	0	0	0	0	30	p11_F6	315	192	"['Pa', 'Pci', 'Pv']"	TRUE	non	FALSE	315.5319738
Pa_Pci_Fj	Trio	0	0.661290323	0	0.161290323	0	0	0	0	0	0	0	0	0.177419355	0	0	0	30	p11_F8	315	124	"['Pa', 'Pci', 'Fj']"	TRUE	non	FALSE	313.0758119
Pf_Ab_IN72	Trio	0	0	0	0	0	0.697530864	0	0.043209877	0	0	0	0	0	0	0	0.259259259	30	p11_F12	315	162	"['Pf', 'Ab', 'IN72']"	TRUE	non	FALSE	313.7512691
Ea_Pv_Pf	Trio	0.012658228	0	0	0	0.037974684	0.949367089	0	0	0	0	0	0	0	0	0	0	30	p11_G1	315	79	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	316.0808604
Pv_Pf_Ab	Trio	0	0	0	0	0.159663866	0.478991597	0	0.361344538	0	0	0	0	0	0	0	0	30	p11_G3	315	119	"['Pv', 'Pf', 'Ab']"	TRUE	non	FALSE	315.9929435
Pv_Sm_Ab	Trio	0	0	0	0	0.130681818	0	0.636363636	0.232954545	0	0	0	0	0	0	0	0	30	p11_G5	315	176	"['Pv', 'Sm', 'Ab']"	TRUE	non	FALSE	314.2747885
Sm_IN65_H79	Trio	0	0	0	0	0	0	0.817307692	0	0	0.182692308	0	0	0	0	0	0	30	p11_G11	315	104	"['Sm', 'H79']"	FALSE	IN65	FALSE	314.4328045
Pv_Pf_Sm	Trio	0	0	0	0	0.193181818	0.806818182	0	0	0	0	0	0	0	0	0	0	30	p11_H2	315	88	"['Pv', 'Pf']"	FALSE	Sm	FALSE	316.4391867
Pv_Sm_IN65	Trio	0	0	0	0	0.34502924	0	0.65497076	0	0	0	0	0	0	0	0	0	30	p11_H6	315	171	"['Pv', 'Sm']"	FALSE	IN65	FALSE	318.4111404
Sm_Ab_H79	Trio	0	0	0	0	0	0	0.876404494	0.033707865	0	0.08988764	0	0	0	0	0	0	30	p11_H10	315	89	"['Sm', 'Ab', 'H79']"	TRUE	non	FALSE	317.329286
Ea_Pa_Pv	Trio	0.022222222	0.955555556	0	0	0.022222222	0	0	0	0	0	0	0	0	0	0	0	30	p12_A1	315	135	"['Ea', 'Pa', 'Pv']"	TRUE	non	FALSE	315.9018793
Pch_Pci_IN63	Trio	0	0	0	0.014705882	0	0	0	0	0	0	0	0	0	0.985294118	0	0	30	p12_A3	315	204	"['Pci', 'IN63']"	FALSE	Pch	FALSE	313.9101924
Pf_Sm_Ab	Trio	0	0	0	0	0	0.483870968	0.483870968	0.032258065	0	0	0	0	0	0	0	0	30	p12_A5	315	62	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	311.7976837
Ea_Pch_Pf	Trio	0.086956522	0	0.014492754	0	0	0.898550725	0	0	0	0	0	0	0	0	0	0	30	p12_A7	315	69	"['Ea', 'Pch', 'Pf']"	TRUE	non	FALSE	313.450617
Pch_Pf_Sm	Trio	0	0	0	0	0	0.716049383	0.283950617	0	0	0	0	0	0	0	0	0	30	p12_A9	315	81	"['Pf', 'Sm']"	FALSE	Pch	FALSE	316.7758926
Ea_Pch_Pf	Trio	0.307692308	0	0	0	0	0.692307692	0	0	0	0	0	0	0	0	0	0	30	p12_B2	315	65	"['Ea', 'Pf']"	FALSE	Pch	FALSE	312.7115115
Pch_Pf_Sm	Trio	0	0	0.006802721	0	0	0.605442177	0.387755102	0	0	0	0	0	0	0	0	0	30	p12_B4	315	147	"['Pch', 'Pf', 'Sm']"	TRUE	non	FALSE	313.4367064
Ea_Pa_Pv	Trio	0.071895425	0.921568627	0	0	0.006535948	0	0	0	0	0	0	0	0	0	0	0	30	p12_B6	315	153	"['Ea', 'Pa', 'Pv']"	TRUE	non	FALSE	316.2847967
Pch_Pci_IN63	Trio	0	0	0	0.024193548	0	0	0	0	0	0	0	0	0	0.975806452	0	0	30	p12_B8	315	248	"['Pci', 'IN63']"	FALSE	Pch	FALSE	311.4885218
Pf_Sm_Ab	Trio	0	0	0	0	0	0.703389831	0.245762712	0.050847458	0	0	0	0	0	0	0	0	30	p12_B10	315	118	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	318.8590443
Pch_Pf_Sm	Trio	0	0	0.0625	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	30	p12_B12	315	64	"['Pch', 'Pf']"	FALSE	Sm	FALSE	314.4865766
Ea_Pa_Pv	Trio	0	0.97826087	0	0	0.02173913	0	0	0	0	0	0	0	0	0	0	0	30	p12_C1	315	138	"['Pa', 'Pv']"	FALSE	Ea	FALSE	314.6696172
Pch_Pci_IN63	Trio	0	0	0	0.014285714	0	0	0	0	0	0	0	0	0	0.985714286	0	0	30	p12_C3	315	210	"['Pci', 'IN63']"	FALSE	Pch	FALSE	314.4570372
Pf_Sm_Ab	Trio	0	0	0	0	0	0.523255814	0.220930233	0.255813953	0	0	0	0	0	0	0	0	30	p12_C5	315	86	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	313.1273658
Ea_Pch_Pf	Trio	0.37037037	0	0	0	0	0.62962963	0	0	0	0	0	0	0	0	0	0	30	p12_C7	315	54	"['Ea', 'Pf']"	FALSE	Pch	FALSE	310.972316
Pch_Pf_Sm	Trio	0	0	0.0234375	0	0	0.6171875	0.359375	0	0	0	0	0	0	0	0	0	30	p12_C9	315	128	"['Pch', 'Pf', 'Sm']"	TRUE	non	FALSE	310.4002534
Pch_Pf_Sm	Trio	0	0	0.02970297	0	0	0.495049505	0.475247525	0	0	0	0	0	0	0	0	0	30	p12_D4	315	202	"['Pch', 'Pf', 'Sm']"	TRUE	non	FALSE	316.3041271
Ea_Pa_Pv	Trio	0.162962963	0.696296296	0	0	0.140740741	0	0	0	0	0	0	0	0	0	0	0	30	p12_D6	315	135	"['Ea', 'Pa', 'Pv']"	TRUE	non	FALSE	312.6645087
Pch_Pci_IN63	Trio	0	0	0	0.01984127	0	0	0	0	0	0	0	0	0	0.98015873	0	0	30	p12_D8	315	252	"['Pci', 'IN63']"	FALSE	Pch	FALSE	316.7065092
Pf_Sm_Ab	Trio	0	0	0	0	0	0.889655172	0.068965517	0.04137931	0	0	0	0	0	0	0	0	30	p12_D10	315	145	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	310.972646
Ea_Pch_Pf	Trio	0.154411765	0	0	0	0	0.845588235	0	0	0	0	0	0	0	0	0	0	30	p12_D12	315	136	"['Ea', 'Pf']"	FALSE	Pch	FALSE	312.5583755
Ea_Pa_Pv	Trio	0	0.991666667	0	0	0.008333333	0	0	0	0	0	0	0	0	0	0	0	30	p12_E1	315	120	"['Pa', 'Pv']"	FALSE	Ea	FALSE	316.7941694
Pch_Pci_IN63	Trio	0	0	0	0.070588235	0	0	0	0	0	0	0	0	0	0.929411765	0	0	30	p12_E3	315	255	"['Pci', 'IN63']"	FALSE	Pch	FALSE	313.121445
Pf_Sm_Ab	Trio	0	0	0	0	0	0.877192982	0.087719298	0.035087719	0	0	0	0	0	0	0	0	30	p12_E5	315	114	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	315.0502973
Pch_Pf_Sm	Trio	0	0	0.030927835	0	0	0.762886598	0.206185567	0	0	0	0	0	0	0	0	0	30	p12_E9	315	97	"['Pch', 'Pf', 'Sm']"	TRUE	non	FALSE	312.7551346
Ea_Pa_Pv	Trio	0.012658228	0.987341772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p12_E11	315	158	"['Ea', 'Pa']"	FALSE	Pv	FALSE	315.3375646
Ea_Pch_Pf	Trio	0.040540541	0	0	0	0	0.959459459	0	0	0	0	0	0	0	0	0	0	30	p12_F2	315	74	"['Ea', 'Pf']"	FALSE	Pch	FALSE	315.896075
Pch_Pf_Sm	Trio	0	0	0.11965812	0	0	0.58974359	0.290598291	0	0	0	0	0	0	0	0	0	30	p12_F4	315	117	"['Pch', 'Pf', 'Sm']"	TRUE	non	FALSE	315.0546133
Ea_Pa_Pv	Trio	0.193236715	0.797101449	0	0	0.009661836	0	0	0	0	0	0	0	0	0	0	0	30	p12_F6	315	207	"['Ea', 'Pa', 'Pv']"	TRUE	non	FALSE	314.3996742
Pch_Pci_IN63	Trio	0	0	0	0.016949153	0	0	0	0	0	0	0	0	0	0.983050847	0	0	30	p12_F8	315	295	"['Pci', 'IN63']"	FALSE	Pch	FALSE	314.0784371
Pf_Sm_Ab	Trio	0	0	0	0	0	0.863157895	0.094736842	0.042105263	0	0	0	0	0	0	0	0	30	p12_F10	315	95	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	317.0062095
Pch_Pci_IN63	Trio	0	0	0	0.008196721	0	0	0	0	0	0	0	0	0	0.991803279	0	0	30	p12_F12	315	122	"['Pci', 'IN63']"	FALSE	Pch	FALSE	317.4981148
Ea_Pa_Pv	Trio	0.009615385	0.980769231	0	0	0.009615385	0	0	0	0	0	0	0	0	0	0	0	30	p12_G1	315	104	"['Ea', 'Pa', 'Pv']"	TRUE	non	FALSE	316.1264053
Pch_Pci_IN63	Trio	0	0	0	0.004975124	0	0	0	0	0	0	0	0	0	0.995024876	0	0	30	p12_G3	315	201	"['Pci', 'IN63']"	FALSE	Pch	FALSE	313.0722395
Pf_Sm_Ab	Trio	0	0	0	0	0	0.952380952	0.015873016	0.031746032	0	0	0	0	0	0	0	0	30	p12_G5	315	126	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	317.9693314
Pch_Pf_Sm	Trio	0	0	0.04	0	0	0.76	0.2	0	0	0	0	0	0	0	0	0	30	p12_G9	315	75	"['Pch', 'Pf', 'Sm']"	TRUE	non	FALSE	313.5150627
Pf_Sm_Ab	Trio	0	0	0	0	0	0.721153846	0.173076923	0.105769231	0	0	0	0	0	0	0	0	30	p12_G11	315	104	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	311.5959144
Ea_Pch_Pf	Trio	0.291666667	0	0.013888889	0	0	0.694444444	0	0	0	0	0	0	0	0	0	0	30	p12_H2	315	72	"['Ea', 'Pch', 'Pf']"	TRUE	non	FALSE	315.0924863
Pch_Pf_Sm	Trio	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	p12_H4	315	1	['Sm']	FALSE	Pch	FALSE	314.716
Ea_Pa_Pv	Trio	0.18487395	0.81512605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p12_H6	315	119	"['Ea', 'Pa']"	FALSE	Pv	FALSE	315.6107803
Pch_Pci_IN63	Trio	0	0	0	0.020408163	0	0	0	0	0	0	0	0	0	0.979591837	0	0	30	p12_H8	315	245	"['Pci', 'IN63']"	FALSE	Pch	FALSE	320.050853
Pf_Sm_Ab	Trio	0	0	0	0	0	0.8	0.123076923	0.076923077	0	0	0	0	0	0	0	0	30	p12_H10	315	65	"['Pf', 'Sm', 'Ab']"	TRUE	non	FALSE	313.4749387
Ea_Pa_Pv	Trio	0.205128205	0.794871795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p12_H12	315	78	"['Ea', 'Pa']"	FALSE	Pv	FALSE	316.977882
Pci_Fj	Pair	0	0	0	0.914893617	0	0	0	0	0	0	0	0	0.085106383	0	0	0	38	p3_A5	399	141	"['Pci', 'Fj']"	TRUE	non	FALSE	400.4245642
Ea_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	p3_A7	399	170	['IN72']	FALSE	Ea	FALSE	397.3027386
Pv_Pf	Pair	0	0	0	0	0.555555556	0.444444444	0	0	0	0	0	0	0	0	0	0	38	p3_A9	399	117	"['Pv', 'Pf']"	TRUE	non	FALSE	398.283512
Sm_H82	Pair	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	38	p3_B2	399	450	['H82']	FALSE	Sm	FALSE	402.3246368
Sm_IN65	Pair	0	0	0	0	0	0	0.718309859	0	0	0	0	0	0	0	0.281690141	0	38	p3_B4	399	284	"['Sm', 'IN65']"	TRUE	non	FALSE	397.2444558
Sm_H79	Pair	0	0	0	0	0	0	0.668539326	0	0	0.331460674	0	0	0	0	0	0	38	p3_B6	399	178	"['Sm', 'H79']"	TRUE	non	FALSE	398.0447811
Pci_IN65	Pair	0	0	0	0.648275862	0	0	0	0	0	0	0	0	0	0	0.351724138	0	38	p3_B8	399	145	"['Pci', 'IN65']"	TRUE	non	FALSE	399.8513908
Ab_Fj	Pair	0	0	0	0	0	0	0	0.216216216	0	0	0	0	0.783783784	0	0	0	38	p3_B10	399	74	"['Ab', 'Fj']"	TRUE	non	FALSE	398.897066
Pch_Ab	Pair	0	0	0.696721311	0	0	0	0	0.303278689	0	0	0	0	0	0	0	0	38	p3_C1	399	122	"['Pch', 'Ab']"	TRUE	non	FALSE	395.5399983
Ea_H79	Pair	0.726415094	0	0	0	0	0	0	0	0	0.273584906	0	0	0	0	0	0	38	p3_C3	399	106	"['Ea', 'H79']"	TRUE	non	FALSE	399.5192342
Pf_Fj	Pair	0	0	0	0	0	0.950980392	0	0	0	0	0	0	0.049019608	0	0	0	38	p3_C5	399	102	"['Pf', 'Fj']"	TRUE	non	FALSE	396.0063531
Pci_Pf	Pair	0	0	0	0.690909091	0	0.309090909	0	0	0	0	0	0	0	0	0	0	38	p3_C7	399	110	"['Pci', 'Pf']"	TRUE	non	FALSE	401.7892837
Pa_Pci	Pair	0	0.985507246	0	0.014492754	0	0	0	0	0	0	0	0	0	0	0	0	38	p3_C9	399	138	"['Pa', 'Pci']"	TRUE	non	FALSE	401.9166088
Ea_H82	Pair	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	38	p3_C11	399	430	['H82']	FALSE	Ea	FALSE	398.7450311
Pa_IN63	Pair	0	0.004854369	0	0	0	0	0	0	0	0	0	0	0	0.995145631	0	0	38	p3_D2	399	412	"['Pa', 'IN63']"	TRUE	non	FALSE	398.4125646
Pci_IN72	Pair	0	0	0	0.425925926	0	0	0	0	0	0	0	0	0	0	0	0.574074074	38	p3_D4	399	216	"['Pci', 'IN72']"	TRUE	non	FALSE	397.5197459
Pa_IN63	Pair	0	0.004424779	0	0	0	0	0	0	0	0	0	0	0	0.995575221	0	0	38	p3_D6	399	452	"['Pa', 'IN63']"	TRUE	non	FALSE	403.1794927
H82_H97	Pair	0	0	0	0	0	0	0	0	0	0	0.985915493	0.014084507	0	0	0	0	38	p3_D8	399	213	"['H82', 'H97']"	TRUE	non	FALSE	401.6182886
Sm_IN65	Pair	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0.24	0	38	p3_D10	399	200	"['Sm', 'IN65']"	TRUE	non	FALSE	401.6350813
Pa_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	p3_D12	399	420	['IN63']	FALSE	Pa	FALSE	396.7460274
Pv_Sm	Pair	0	0	0	0	0.322033898	0	0.677966102	0	0	0	0	0	0	0	0	0	38	p3_E1	399	59	"['Pv', 'Sm']"	TRUE	non	FALSE	396.6811423
Pch_IN65	Pair	0	0	0.865168539	0	0	0	0	0	0	0	0	0	0	0	0.134831461	0	38	p3_E3	399	89	"['Pch', 'IN65']"	TRUE	non	FALSE	396.7010635
Ea_H82	Pair	0.004975124	0	0	0	0	0	0	0	0	0	0.995024876	0	0	0	0	0	38	p3_E5	399	402	"['Ea', 'H82']"	TRUE	non	FALSE	401.9948037
Pf_Fj	Pair	0	0	0	0	0	0.978723404	0	0	0	0	0	0	0.021276596	0	0	0	38	p3_E9	399	47	"['Pf', 'Fj']"	TRUE	non	FALSE	399.5934416
Ab_Fj	Pair	0	0	0	0	0	0	0	0.703125	0	0	0	0	0.296875	0	0	0	38	p3_F2	399	128	"['Ab', 'Fj']"	TRUE	non	FALSE	403.1798102
Sm_Ab	Pair	0	0	0	0	0	0	0.972972973	0.027027027	0	0	0	0	0	0	0	0	38	p3_F4	399	148	"['Sm', 'Ab']"	TRUE	non	FALSE	400.349658
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.968503937	0	0	0.031496063	0	0	0	38	p3_F6	399	127	"['H79', 'Fj']"	TRUE	non	FALSE	400.7750423
Ab_H79	Pair	0	0	0	0	0	0	0	0.48	0	0.52	0	0	0	0	0	0	38	p3_F8	399	25	"['Ab', 'H79']"	TRUE	non	FALSE	396.871428
IN65_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009803922	0.990196078	38	p3_F12	399	102	"['IN65', 'IN72']"	TRUE	non	FALSE	400.6714833
Pv_H77	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	p3_G3	399	180	['Pv']	FALSE	H77	FALSE	399.3332175
Ea_H97	Pair	0.177966102	0	0	0	0	0	0	0	0	0	0	0.822033898	0	0	0	0	38	p3_G7	399	118	"['Ea', 'H97']"	TRUE	non	FALSE	395.3158104
Ea_Pci	Pair	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	38	p3_G9	399	129	['Pci']	FALSE	Ea	FALSE	398.0210995
Pci_H77	Pair	0	0	0	0.980952381	0	0	0	0	0.019047619	0	0	0	0	0	0	0	38	p3_G11	399	105	"['Pci', 'H77']"	TRUE	non	FALSE	393.7101465
Pch_H79	Pair	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	p3_H2	399	63	['Pch']	FALSE	H79	FALSE	400.5867869
H79_IN72	Pair	0	0	0	0	0	0	0	0	0	0.009615385	0	0	0	0	0	0.990384615	38	p3_H4	399	208	"['H79', 'IN72']"	TRUE	non	FALSE	399.8530309
H79_IN65	Pair	0	0	0	0	0	0	0	0	0	0.266055046	0	0	0	0	0.733944954	0	38	p3_H6	399	109	"['H79', 'IN65']"	TRUE	non	FALSE	400.1028548
Pv_Pf	Pair	0	0	0	0	0.246153846	0.753846154	0	0	0	0	0	0	0	0	0	0	38	p3_H8	399	130	"['Pv', 'Pf']"	TRUE	non	FALSE	396.7223035
Pch_IN65	Pair	0	0	0.753623188	0	0	0	0	0	0	0	0	0	0	0	0.246376812	0	38	p3_H10	399	69	"['Pch', 'IN65']"	TRUE	non	FALSE	402.0283867
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.95890411	0	0	0.04109589	0	0	0	38	p3_H12	399	146	"['H79', 'Fj']"	TRUE	non	FALSE	400.5454635
Ea_Pci	Pair	0.296296296	0	0	0.703703704	0	0	0	0	0	0	0	0	0	0	0	0	38	p4_A1	399	135	"['Ea', 'Pci']"	TRUE	non	FALSE	402.5633575
Ea_IN72	Pair	0.023255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976744186	38	p4_A7	399	129	"['Ea', 'IN72']"	TRUE	non	FALSE	397.7822546
